ruta,carpeta,archivo,variedad,clase,hoja_id,formato,desv,ancho,alto,mb,md5,seg,clase_carpeta,correccion
Connecticut/1-2_BANDA/20260824_182038777_iOS.heic,Connecticut/1-2_BANDA,20260824_182038777_iOS.heic,connecticut,media_banda,hoja_0056,heic,63.68,6048,8064,6.03,3608e8b643dd0dab6abefc05b44b9757,1787617238.777,media_banda,
Connecticut/1-2_BANDA/20260824_182100913_iOS.heic,Connecticut/1-2_BANDA,20260824_182100913_iOS.heic,connecticut,media_banda,hoja_0057,heic,60.09,6048,8064,5.63,63919a142c37b867bb7060ae8ef58c98,1787617260.913,media_banda,
Connecticut/1-2_BANDA/20260824_193857982_iOS.heic,Connecticut/1-2_BANDA,20260824_193857982_iOS.heic,connecticut,media_banda,hoja_0058,heic,61.97,6048,8064,5.78,4d85fd1b0becbcafbb7845b1c0515dda,1787621937.982,media_banda,
Connecticut/BANDA_CNT/20260824_170213745_iOS.heic,Connecticut/BANDA_CNT,20260824_170213745_iOS.heic,connecticut,banda,hoja_0059,heic,65.82,6048,8064,5.41,3037ab004f54994ebf9b719febe21b45,1787612533.745,banda,
Connecticut/BANDA_CNT/20260824_170217116_iOS.heic,Connecticut/BANDA_CNT,20260824_170217116_iOS.heic,connecticut,banda,hoja_0059,heic,53.0,3024,4032,1.82,9d1aa456f5369dfbaacefd30ff5fa4da,1787612537.116,banda,
Connecticut/BANDA_CNT/20260824_170220169_iOS.heic,Connecticut/BANDA_CNT,20260824_170220169_iOS.heic,connecticut,banda,hoja_0059,heic,54.72,3024,4032,1.76,c547a7b5767e0b46cfe4ccdf33514f10,1787612540.169,banda,
Connecticut/BANDA_CNT/20260824_170257245_iOS.heic,Connecticut/BANDA_CNT,20260824_170257245_iOS.heic,connecticut,banda,hoja_0060,heic,58.39,6048,8064,6.62,322171a06e859977cd7deff596581afc,1787612577.245,banda,
Connecticut/BANDA_CNT/20260824_170346969_iOS.heic,Connecticut/BANDA_CNT,20260824_170346969_iOS.heic,connecticut,banda,hoja_0061,heic,59.32,6048,8064,5.38,63e906109105e9d8200af49bf255706a,1787612626.969,banda,
Connecticut/BANDA_CNT/20260824_170401365_iOS.heic,Connecticut/BANDA_CNT,20260824_170401365_iOS.heic,connecticut,banda,hoja_0062,heic,66.0,3024,4032,2.03,6c57eec5ae7ac2fd514ae3f4f175efec,1787612641.365,banda,
Connecticut/BANDA_CNT/20260824_170437788_iOS.heic,Connecticut/BANDA_CNT,20260824_170437788_iOS.heic,connecticut,banda,hoja_0063,heic,58.93,4284,5712,3.39,e8403bb59606eb29db367544605613d8,1787612677.788,banda,
Connecticut/BANDA_CNT/20260824_170812555_iOS.heic,Connecticut/BANDA_CNT,20260824_170812555_iOS.heic,connecticut,banda,hoja_0064,heic,57.34,4284,5712,3.7,29fa63d8e950e59d922c370f1d37644c,1787612892.555,banda,
Connecticut/BANDA_CNT/20260824_170854039_iOS.heic,Connecticut/BANDA_CNT,20260824_170854039_iOS.heic,connecticut,banda,hoja_0065,heic,57.34,4284,5712,3.89,93335c5765dc44c2b5ee5819aa5b25be,1787612934.039,banda,
Connecticut/BANDA_CNT/20260824_170901999_iOS.heic,Connecticut/BANDA_CNT,20260824_170901999_iOS.heic,connecticut,banda,hoja_0065,heic,53.08,3024,4032,1.73,f9a2755f6f288b7c7839d1bbbaf9f617,1787612941.999,banda,
Connecticut/BANDA_CNT/20260824_170934123_iOS.heic,Connecticut/BANDA_CNT,20260824_170934123_iOS.heic,connecticut,banda,hoja_0066,heic,56.91,4284,5712,3.47,d4d4bba87493111cae4b689f3fad9bd8,1787612974.123,banda,
Connecticut/BANDA_CNT/20260824_170937904_iOS.heic,Connecticut/BANDA_CNT,20260824_170937904_iOS.heic,connecticut,banda,hoja_0066,heic,46.5,3024,4032,1.72,77bc60ba494d595073f8befab3cafcd0,1787612977.904,banda,
Connecticut/BANDA_CNT/20260824_171047756_iOS.heic,Connecticut/BANDA_CNT,20260824_171047756_iOS.heic,connecticut,banda,hoja_0067,heic,56.9,4284,5712,3.66,bd497dc8db33fd5c70b1c5d3c9148616,1787613047.756,banda,
Connecticut/BANDA_CNT/20260824_171051845_iOS.heic,Connecticut/BANDA_CNT,20260824_171051845_iOS.heic,connecticut,banda,hoja_0067,heic,58.07,3024,4032,1.71,28b3e40f7fa071e9c2892f899c780176,1787613051.845,banda,
Connecticut/BANDA_CNT/20260824_171128385_iOS.heic,Connecticut/BANDA_CNT,20260824_171128385_iOS.heic,connecticut,banda,hoja_0068,heic,55.45,4284,5712,3.59,49789908ac9ebd416c043b054ad09473,1787613088.385,banda,
Connecticut/BANDA_CNT/20260824_171131273_iOS.heic,Connecticut/BANDA_CNT,20260824_171131273_iOS.heic,connecticut,banda,hoja_0068,heic,52.5,4284,5712,2.98,146947d46de5f447bb8471887a397007,1787613091.273,banda,
Connecticut/BANDA_CNT/20260824_171203077_iOS.heic,Connecticut/BANDA_CNT,20260824_171203077_iOS.heic,connecticut,banda,hoja_0069,heic,58.35,4284,5712,3.85,f57b1e9a917261b5de6902cf1cee8731,1787613123.077,banda,
Connecticut/BANDA_CNT/20260824_171828033_iOS.heic,Connecticut/BANDA_CNT,20260824_171828033_iOS.heic,connecticut,banda,hoja_0070,heic,57.02,4284,5712,3.69,6a767c0f58c69852f383b3af99598c12,1787613508.033,banda,
Connecticut/BANDA_CNT/20260824_171833444_iOS.heic,Connecticut/BANDA_CNT,20260824_171833444_iOS.heic,connecticut,banda,hoja_0070,heic,52.21,3024,4032,1.77,7b829fef622d45dfe2d291dd8a40e85a,1787613513.444,banda,
Connecticut/BANDA_CNT/20260824_171920002_iOS.heic,Connecticut/BANDA_CNT,20260824_171920002_iOS.heic,connecticut,banda,hoja_0071,heic,56.82,4284,5712,3.73,cda1d4a8b44c1667ce17c2413b0a87bf,1787613560.002,banda,
Connecticut/BANDA_CNT/20260824_171923397_iOS.heic,Connecticut/BANDA_CNT,20260824_171923397_iOS.heic,connecticut,banda,hoja_0071,heic,54.84,3024,4032,2.09,b94362128e53f808b4e32452b876d0d3,1787613563.397,banda,
Connecticut/BANDA_CNT/20260824_172053429_iOS.heic,Connecticut/BANDA_CNT,20260824_172053429_iOS.heic,connecticut,banda,hoja_0072,heic,58.44,4284,5712,3.83,0a50823b8cfcfd69991e4b410dcc96af,1787613653.429,banda,
Connecticut/BANDA_CNT/20260824_172133330_iOS.heic,Connecticut/BANDA_CNT,20260824_172133330_iOS.heic,connecticut,banda,hoja_0073,heic,59.38,4284,5712,3.73,896f08e8d8dc615925d51ef48837a636,1787613693.33,banda,
Connecticut/BANDA_CNT/20260824_172142835_iOS.heic,Connecticut/BANDA_CNT,20260824_172142835_iOS.heic,connecticut,banda,hoja_0073,heic,43.46,3024,4032,1.76,bfb5d645f036996e9ab3d3fb266b76df,1787613702.835,banda,
Connecticut/BANDA_CNT/20260824_172221551_iOS.heic,Connecticut/BANDA_CNT,20260824_172221551_iOS.heic,connecticut,banda,hoja_0074,heic,60.19,4284,5712,3.75,c35a3e10e5018d1ff31b8c7aefaf0e48,1787613741.551,banda,
Connecticut/BANDA_CNT/20260824_172232129_iOS.heic,Connecticut/BANDA_CNT,20260824_172232129_iOS.heic,connecticut,banda,hoja_0075,heic,56.73,6048,8064,5.49,5293954bb54fc39d91505f65ecc342c4,1787613752.129,banda,
Connecticut/BANDA_CNT/20260824_172316153_iOS.heic,Connecticut/BANDA_CNT,20260824_172316153_iOS.heic,connecticut,banda,hoja_0076,heic,61.26,6048,8064,6.12,57599362c3e4f069d388aa259b91fa82,1787613796.153,banda,
Connecticut/BANDA_CNT/20260824_172319723_iOS.heic,Connecticut/BANDA_CNT,20260824_172319723_iOS.heic,connecticut,banda,hoja_0076,heic,56.7,6048,8064,5.08,d48fa18f789255dea23f0e8ed9a12fc2,1787613799.723,banda,
Connecticut/BANDA_CNT/20260824_172401211_iOS.heic,Connecticut/BANDA_CNT,20260824_172401211_iOS.heic,connecticut,banda,hoja_0077,heic,63.04,6048,8064,4.6,d60e2fabd5372f7d4d1506585efde895,1787613841.211,banda,
Connecticut/BANDA_CNT/20260824_172421615_iOS.heic,Connecticut/BANDA_CNT,20260824_172421615_iOS.heic,connecticut,banda,hoja_0078,heic,66.41,3024,4032,1.8,8b80e1170204ddfd2d264eca1ff7b3b2,1787613861.615,banda,
Connecticut/BANDA_CNT/20260824_172437521_iOS.jpg,Connecticut/BANDA_CNT,20260824_172437521_iOS.jpg,connecticut,banda,hoja_0079,jpg,66.1,3024,4032,3.2,997e336e9a7cc839de807769d6ddb584,1787613877.521,banda,
Connecticut/BANDA_CNT/20260824_172550509_iOS.heic,Connecticut/BANDA_CNT,20260824_172550509_iOS.heic,connecticut,banda,hoja_0080,heic,64.19,6048,8064,5.71,85d6d91270c52a598fff11114d97e91f,1787613950.509,banda,
Connecticut/BANDA_CNT/20260824_172554077_iOS.heic,Connecticut/BANDA_CNT,20260824_172554077_iOS.heic,connecticut,banda,hoja_0080,heic,56.92,6048,8064,4.25,2136ddd3be2fbc659e6a4745e40680be,1787613954.077,banda,
Connecticut/BANDA_CNT/20260824_172645796_iOS.heic,Connecticut/BANDA_CNT,20260824_172645796_iOS.heic,connecticut,banda,hoja_0081,heic,63.81,6048,8064,5.59,4ca828370c59fc5c10c8c54dd17bb9a1,1787614005.796,banda,
Connecticut/BANDA_CNT/20260824_172650306_iOS.heic,Connecticut/BANDA_CNT,20260824_172650306_iOS.heic,connecticut,banda,hoja_0081,heic,53.63,6048,8064,4.86,c9f93a9c49dd141efdeeaa97e57c8701,1787614010.306,banda,
Connecticut/BANDA_CNT/20260824_172918854_iOS.heic,Connecticut/BANDA_CNT,20260824_172918854_iOS.heic,connecticut,banda,hoja_0082,heic,61.6,6048,8064,5.93,45db8dcf78102942597a5eec9813ab7c,1787614158.854,banda,
Connecticut/BANDA_CNT/20260824_172922777_iOS.heic,Connecticut/BANDA_CNT,20260824_172922777_iOS.heic,connecticut,banda,hoja_0082,heic,44.96,3024,4032,1.73,d60aef1d509abbfc8c57cab150dcf093,1787614162.777,banda,
Connecticut/BANDA_CNT/20260824_173030045_iOS.heic,Connecticut/BANDA_CNT,20260824_173030045_iOS.heic,connecticut,banda,hoja_0083,heic,63.9,6048,8064,5.71,8e126bda876dfd4d7cdc077841c6a0c9,1787614230.045,banda,
Connecticut/BANDA_CNT/20260824_173033506_iOS.heic,Connecticut/BANDA_CNT,20260824_173033506_iOS.heic,connecticut,banda,hoja_0083,heic,50.35,3024,4032,1.88,bf912ed6231d40a54931e8d9050b0d18,1787614233.506,banda,
Connecticut/BANDA_CNT/20260824_173114715_iOS.heic,Connecticut/BANDA_CNT,20260824_173114715_iOS.heic,connecticut,banda,hoja_0084,heic,63.54,6048,8064,6.07,e8fd9d66d966a4aaeb69780368765f5f,1787614274.715,banda,
Connecticut/BANDA_CNT/20260824_173118207_iOS.heic,Connecticut/BANDA_CNT,20260824_173118207_iOS.heic,connecticut,banda,hoja_0084,heic,51.3,3024,4032,2.02,652a48594cee05965f28c691ded77a9e,1787614278.207,banda,
Connecticut/BANDA_CNT/20260824_173200037_iOS.heic,Connecticut/BANDA_CNT,20260824_173200037_iOS.heic,connecticut,banda,hoja_0085,heic,59.96,6048,8064,6.04,05d38e249338c5958274e4a7f634c8bb,1787614320.037,banda,
Connecticut/BANDA_CNT/20260824_173202752_iOS.heic,Connecticut/BANDA_CNT,20260824_173202752_iOS.heic,connecticut,banda,hoja_0085,heic,54.65,3024,4032,1.72,741d5f6c8f202fcf1181316ae1b6c61c,1787614322.752,banda,
Connecticut/BANDA_CNT/20260824_173240935_iOS.heic,Connecticut/BANDA_CNT,20260824_173240935_iOS.heic,connecticut,banda,hoja_0086,heic,62.02,6048,8064,6.35,ad078c6c9c1d7b3478b617cc80f5fd91,1787614360.935,banda,
Connecticut/BANDA_CNT/20260824_173344335_iOS.heic,Connecticut/BANDA_CNT,20260824_173344335_iOS.heic,connecticut,banda,hoja_0087,heic,61.01,6048,8064,5.88,7688cac6cde5e48a551929ceade934aa,1787614424.335,banda,
Connecticut/BANDA_CNT/20260824_173353070_iOS.heic,Connecticut/BANDA_CNT,20260824_173353070_iOS.heic,connecticut,banda,hoja_0087,heic,64.69,3024,4032,1.68,ae9c2894e61b015974365fc14c149f42,1787614433.07,banda,
Connecticut/BANDA_CNT/20260824_173439038_iOS.heic,Connecticut/BANDA_CNT,20260824_173439038_iOS.heic,connecticut,banda,hoja_0088,heic,64.15,3024,4032,2.33,d758a32e02a1146781a4f4bffab566b8,1787614479.038,banda,
Connecticut/BANDA_CNT/20260824_173500560_iOS.heic,Connecticut/BANDA_CNT,20260824_173500560_iOS.heic,connecticut,banda,hoja_0089,heic,57.03,6048,8064,4.06,dd2faba51fa4468e3e4ad52d74188968,1787614500.56,banda,
